timestamp,temperature,target_temperature,pwm_output
1740547468.916,2047.750,50.000,0
1740547469.916,2047.750,50.000,0
1740547470.916,2047.750,50.000,0
1740547471.916,2047.750,50.000,0
1740547472.916,2047.750,50.000,0
1740547473.916,2047.750,50.000,0
1740547474.916,2047.750,50.000,0
1740547475.916,2047.750,50.000,0
1740547476.917,2047.750,50.000,0
1740547477.917,2047.750,50.000,0
1740547478.917,2047.750,50.000,0
1740547479.917,2047.750,50.000,0
1740547480.917,2047.750,50.000,0
1740547481.917,2047.750,50.000,0
1740547482.917,2047.750,50.000,0
1740547483.917,2047.750,50.000,0
1740547484.917,2047.750,50.000,0
1740547485.917,2047.750,50.000,0
1740547486.917,2047.750,50.000,0
1740547487.917,2047.750,50.000,0
1740547488.917,2047.750,50.000,0
1740547489.917,2047.750,50.000,0
1740547490.917,2047.750,50.000,0
1740547491.917,2047.750,50.000,0
1740547492.917,2047.750,50.000,0
1740547493.917,2047.750,50.000,0
1740547494.917,2047.750,50.000,0
1740547495.917,2047.750,50.000,0
1740547496.917,2047.750,50.000,0
1740547497.917,2047.750,50.000,0
1740547498.918,2047.750,50.000,0
1740547499.918,2047.750,50.000,0
1740547500.918,2047.750,50.000,0
1740547501.918,2047.750,50.000,0
1740547502.918,2047.750,50.000,0
1740547503.918,2047.750,50.000,0
1740547504.918,2047.750,50.000,0
1740547505.918,2047.750,50.000,0
1740547506.918,2047.750,50.000,0
1740547507.918,2047.750,50.000,0
1740547508.918,2047.750,50.000,0
1740547509.918,2047.750,50.000,0
1740547510.918,2047.750,50.000,0
1740547511.918,2047.750,50.000,0
1740547512.918,2047.750,50.000,0
1740547513.918,2047.750,50.000,0
1740547514.918,2047.750,50.000,0
1740547515.918,2047.750,50.000,0
1740547516.918,2047.750,50.000,0
1740547517.918,2047.750,50.000,0
1740547518.918,2047.750,50.000,0
1740547519.919,2047.750,50.000,0
1740547520.919,2047.750,50.000,0
1740547521.919,2047.750,50.000,0
1740547522.919,2047.750,50.000,0
1740547523.919,2047.750,50.000,0
1740547524.919,2047.750,50.000,0
1740547525.919,2047.750,50.000,0
1740547526.919,2047.750,50.000,0
1740547527.919,2047.750,50.000,0
1740547528.919,2047.750,50.000,0
1740547529.919,2047.750,50.000,0
1740547530.919,2047.750,50.000,0
1740547531.919,2047.750,50.000,0
1740547532.919,2047.750,50.000,0
1740547533.919,2047.750,50.000,0
1740547534.919,2047.750,50.000,0
1740547535.919,2047.750,50.000,0
1740547536.919,2047.750,50.000,0
1740547537.919,2047.750,50.000,0
1740547538.919,2047.750,50.000,0
1740547539.919,2047.750,50.000,0
1740547540.919,2047.750,50.000,0
1740547541.919,2047.750,50.000,0
1740547542.920,2047.750,50.000,0
1740547543.920,2047.750,50.000,0
1740547544.920,2047.750,50.000,0
1740547545.920,2047.750,50.000,0
1740547546.920,2047.750,50.000,0
1740547547.920,2047.750,50.000,0
1740547548.920,2047.750,50.000,0
1740547549.920,2047.750,50.000,0
1740547550.920,2047.750,50.000,0
1740547551.920,2047.750,50.000,0
1740547552.920,2047.750,50.000,0
1740547553.920,2047.750,50.000,0
