timestamp,temperature,target_temperature,pwm_output
1740537524.172,2047.750,50.000,0
1740537525.172,2047.750,50.000,0
1740537526.172,2047.750,50.000,0
1740537527.172,2047.750,50.000,0
1740537528.172,2047.750,50.000,0
1740537529.172,2047.750,50.000,0
1740537530.172,2047.750,50.000,0
1740537531.173,2047.750,50.000,0
1740537532.173,2047.750,50.000,0
1740537533.173,2047.750,50.000,0
1740537534.173,2047.750,50.000,0
1740537535.173,2047.750,50.000,0
1740537536.173,2047.750,50.000,0
1740537537.173,2047.750,50.000,0
1740537538.173,2047.750,50.000,0
1740537539.173,2047.750,50.000,0
1740537540.173,2047.750,50.000,0
1740537541.173,2047.750,50.000,0
1740537542.173,2047.750,50.000,0
1740537543.173,2047.750,50.000,0
1740537544.173,2047.750,50.000,0
1740537545.173,2047.750,50.000,0
1740537546.173,2047.750,50.000,0
1740537547.173,2047.750,50.000,0
1740537548.173,2047.750,50.000,0
1740537549.173,2047.750,50.000,0
1740537550.173,2047.750,50.000,0
1740537551.173,2047.750,50.000,0
1740537552.173,2047.750,50.000,0
1740537553.173,2047.750,50.000,0
1740537554.173,2047.750,50.000,0
1740537555.173,2047.750,50.000,0
1740537556.173,2047.750,50.000,0
1740537557.173,2047.750,50.000,0
1740537558.173,2047.750,50.000,0
1740537559.173,2047.750,50.000,0
1740537560.174,2047.750,50.000,0
1740537561.174,2047.750,50.000,0
1740537562.174,2047.750,50.000,0
1740537563.174,2047.750,50.000,0
1740537564.174,2047.750,50.000,0
1740537565.174,2047.750,50.000,0
1740537566.174,2047.750,50.000,0
1740537567.174,2047.750,50.000,0
1740537568.174,2047.750,50.000,0
1740537569.174,2047.750,50.000,0
1740537570.174,2047.750,50.000,0
1740537571.174,2047.750,50.000,0
1740537572.174,2047.750,50.000,0
1740537573.174,2047.750,50.000,0
1740537574.174,2047.750,50.000,0
1740537575.174,2047.750,50.000,0
1740537576.174,2047.750,50.000,0
1740537577.174,2047.750,50.000,0
1740537578.174,2047.750,50.000,0
1740537579.174,2047.750,50.000,0
1740537580.174,2047.750,50.000,0
1740537581.174,2047.750,50.000,0
1740537582.174,2047.750,50.000,0
1740537583.175,2047.750,50.000,0
1740537584.174,2047.750,50.000,0
1740537585.174,2047.750,50.000,0
1740537586.174,2047.750,50.000,0
1740537587.178,2047.750,50.000,0
1740537588.174,2047.750,50.000,0
1740537589.174,2047.750,50.000,0
1740537590.175,2047.750,50.000,0
1740537591.175,2047.750,50.000,0
1740537592.175,2047.750,50.000,0
1740537593.175,2047.750,50.000,0
1740537594.175,2047.750,50.000,0
1740537595.175,2047.750,50.000,0
1740537596.175,2047.750,50.000,0
1740537597.175,2047.750,50.000,0
1740537598.175,2047.750,50.000,0
1740537599.175,2047.750,50.000,0
1740537600.175,2047.750,50.000,0
1740537601.175,2047.750,50.000,0
1740537602.175,2047.750,50.000,0
